gem_id,gem_parent_id,source_language,target_language,source,target,references
wikilingua_crosslingual-train-2599350,wikilingua_crosslingual-train-2599350,fr,en,"Remplissez d’eau une bouilloire puis posez-la sur la cuisinière. Veillez à chauffer suffisamment d’eau pour préparer la tisane, surtout si vous prévoyez d’en faire plusieurs tasses. Réglez le feu au maximum et attendez quelques minutes que la bouilloire commence à siffler avant d’éteindre la cuisinière . Si vous ne voulez pas utiliser de bouilloire, vous pouvez également faire bouillir de l’eau au microonde.",Boil enough water to fill a 12  fl oz (350 mL) mug of tea.,['Boil enough water to fill a 12\xa0\xa0fl\xa0oz (350\xa0mL) mug of tea.']
wikilingua_crosslingual-train-2599351,wikilingua_crosslingual-train-2599351,en,fr,"Fill a kettle with water and set it on the stovetop. Make sure that you’re heating up enough water to prepare the tea, especially if you plan on pouring several mugs worth of it. Turn the stovetop onto the highest heat, and wait several minutes for the kettle to whistle before turning the stovetop off. If you don’t want to use a kettle, you can boil water in the microwave, as well.",Faites bouillir suffisamment d’eau.,['Faites bouillir suffisamment d’eau.']
wikilingua_crosslingual-train-2599377,wikilingua_crosslingual-train-2599377,en,fr,"Ufology organizations have databases where they keep all the important statistics on UFO sightings. If you spot a UFO and report it, you're contributing to the community at large. You can also learn a lot by spending time reading through others' reports. There are several established organizations with chapters in every state. If you're interested in pursuing Ufology long-term, its worth joining up with a group. Here are a few options:  Mutual UFO Network UFOdb  National UFO Reporting Center",Rendez compte de vos observations dans une base de données. Trouvez une association d'ufologie à rejoindre.,"[""Rendez compte de vos observations dans une base de données. Trouvez une association d'ufologie à rejoindre.""]"
wikilingua_crosslingual-train-2599403,wikilingua_crosslingual-train-2599403,en,fr,"Use the same essential oil that you started with to refresh your potpourri. If you can’t remember what you used or you don’t have it anymore, use an essential oil fragrance that complements what it used to smell like. There will probably be a little bit of essential oil left in your mix, so the scents will combine slightly.  Lemon oil and orange oil are great for citrus potpourri. Rose or lavender oil are both good for floral potpourri.",Ajoutez de l’huile essentielle.,['Ajoutez de l’huile essentielle.']
wikilingua_crosslingual-train-2599460,wikilingua_crosslingual-train-2599460,fr,en,La roulade avant peut être réalisée en intérieur sur un tapis de gym ou en extérieur sur de l'herbe. Cherchez un endroit plat où vous aurez beaucoup d'espace. Vous pouvez sinon faire une roulade avant sur une pente inclinée et utiliser la gravité pour vous aider à rouler.,Stand on a mat in a wide open space.,['Stand on a mat in a wide open space.']
wikilingua_crosslingual-train-2599461,wikilingua_crosslingual-train-2599461,en,fr,"A forward roll can be done indoors on a gym mat or outside in the grass. Look for a flat space where you'll have plenty of room. Alternatively, you can do a forward roll on a downward incline and use gravity to help you move into the roll.","Tenez-vous debout sur un tapis, dans un grand espace ouvert.","['Tenez-vous debout sur un tapis, dans un grand espace ouvert.']"
wikilingua_crosslingual-train-2599498,wikilingua_crosslingual-train-2599498,fr,en,"Après avoir battu le Team Magma et sauvé le Centre Spatial d'Algatia, retournez en ville et rentrez dans la maison de Pierre. Pierre vous remerciera pour ce que vous avez fait. Il vous donnera la CS Plongée en guise de récompense.",Head for Steven’s house. Talk to Steven.,['Head for Steven’s house. Talk to Steven.']
wikilingua_crosslingual-train-2599499,wikilingua_crosslingual-train-2599499,en,fr,"After defeating Team Magma and saving the Mossdeep Space Center, go back to the Mossdeep City and enter Steven's house. Steven will thank you for what you've done. As a token of appreciation, he will give you HM Dive.",Rendez-vous dans la maison de Pierre. Parlez à Pierre.,['Rendez-vous dans la maison de Pierre. Parlez à Pierre.']
wikilingua_crosslingual-train-2599548,wikilingua_crosslingual-train-2599548,fr,en,Appuyez sur l'icône grise avec une image de roue crantée (⚙️) qui se trouve habituellement sur l'écran d'accueil. Il s'agit de l'icône bleue en forme de boussole. Cette option se trouve en bas dans le menu. L'historique des sites web enregistrés et les données de page seront supprimés de votre appareil.,Open Settings. Scroll down and tap Safari. Scroll down and tap Clear History and Website Data. Tap Clear History and Data.,['Open Settings. Scroll down and tap Safari. Scroll down and tap Clear History and Website Data. Tap Clear History and Data.']
wikilingua_crosslingual-train-2599549,wikilingua_crosslingual-train-2599549,en,fr,It's a gray app that contains an image of gears (⚙️) and is typically found on your Home screen. It's next to a blue compass icon. It's near the bottom of the menu. Your stored website history and page data will be deleted from your device.,"Allez dans les réglages. Appuyez sur Safari. Sélectionnez Effacer historique, données de site. Choisissez Effacer.","['Allez dans les réglages. Appuyez sur Safari. Sélectionnez Effacer historique, données de site. Choisissez Effacer.']"
wikilingua_crosslingual-train-2599555,wikilingua_crosslingual-train-2599555,en,fr,"It will be easier to work with your hair if you divide it into a top, middle, and bottom section. If your hair is too short to clip or tie back, use a few bobby pins to keep it in place.  To begin, comb through your hair with a wide-toothed comb. Tie back the top two thirds of your hair and begin working with the bottom section. If any hair is too short to curl with the iron (less than an inch (2.5 cm) long), simply tease it to give it volume and move on to a section that has hair long enough to work with.",Séparez votre chevelure.,['Séparez votre chevelure.']
wikilingua_crosslingual-train-2599570,wikilingua_crosslingual-train-2599570,fr,en,"Laissez sécher la peinture pendant 5 min. Vous pouvez utiliser n'importe quel type. Appliquez les couleurs et le motif de votre choix sur l'article. Selon l'effet recherché, vous pouvez aussi superposer plusieurs couches . Si vous peignez du bois, il faudra peut-être appliquer plusieurs couches.",Spray paint your object and then let dry for 5 minutes.,['Spray paint your object and then let dry for 5 minutes.']
wikilingua_crosslingual-train-2599571,wikilingua_crosslingual-train-2599571,en,fr,"You can use any type of spray paint. Coat your object in paint in the patterns or colors that you want. You can layer paint as well, depending on the design you want. If you're spray-painting wood, you might need more than one coat.",Peignez l'objet.,"[""Peignez l'objet.""]"
wikilingua_crosslingual-train-2599586,wikilingua_crosslingual-train-2599586,fr,en,"Si vous voulez, vous pouvez utiliser une bouilloire. Ensuite, ajoutez vos autres ingrédients sauf le lait et le sachet de thé (si vous décidez d'en utiliser). L'eau frémit à une température inférieure à celle de l'ébullition, comme indiqué dans cet article. Soyez prudent, car le contenu de la casserole sera très chaud ! Pour protéger vos mains, utilisez un gant de cuisine ou un torchon.  Si vous en utilisez, ajoutez le sachet de thé et laissez tremper 3 minutes.",Bring the water to a boil in a small saucepan or kettle. Add the turmeric directly to the boiling water. Reduce the heat to low and simmer for 10 minutes. Remove the saucepan from the heat.,['Bring the water to a boil in a small saucepan or kettle. Add the turmeric directly to the boiling water. Reduce the heat to low and simmer for 10 minutes. Remove the saucepan from the heat.']
wikilingua_crosslingual-train-2599587,wikilingua_crosslingual-train-2599587,en,fr,"Add any optional ingredients, except the milk, at this time. If using an herbal tea bag, do not add it yet. Simmering happens at a lower temperature than boiling. Review the process here: How to Simmer Do this carefully. The contents of the pan will be very hot! Use an oven mitt or a folded to kitchen towel to protect your hand. Add the herbal tea bag, if using, and let steep for three minutes.",Faites bouillir une petite casserole d'eau. Versez le curcuma dans l'eau bouillante. Réduisez le feu et laissez frémir 10 minutes. Retirez la casserole du feu.,"[""Faites bouillir une petite casserole d'eau. Versez le curcuma dans l'eau bouillante. Réduisez le feu et laissez frémir 10 minutes. Retirez la casserole du feu.""]"
wikilingua_crosslingual-train-2599611,wikilingua_crosslingual-train-2599611,en,fr,Select “Visualization” from the options there. ” You'll find this in the pop-up menu. This is usually on the bottom part of the Preferences window.  You can also use the Alt + K (Windows) or Command + K (Mac) keyboard shortcut to directly open the Configuration window of the visualization currently selected. You need to turn off the visualization feature first before you can open the Configuration window.,"Accédez au sous-menu de gestion de plug-in. Cliquez sur Configurer le plug-in. Sélectionnez un plug-in, puis cliquez sur le bouton Configurer.","['Accédez au sous-menu de gestion de plug-in. Cliquez sur Configurer le plug-in. Sélectionnez un plug-in, puis cliquez sur le bouton Configurer.']"
